,inventory_id,store_id,city,district
357,3489,1.0,Jining,Inner Mongolia
358,6,1.0,Celaya,Guanajuato
359,2324,2.0,Urawa,Saitama
360,4282,1.0,San Lorenzo,Central
361,833,1.0,Dzerzinsk,Nizni Novgorod
362,2887,2.0,Chandrapur,Maharashtra
363,360,1.0,Qalyub,al-Qalyubiya
364,3437,2.0,Bergamo,Lombardia
365,1247,2.0,Yaound,Centre
366,944,2.0,Vijayawada,Andhra Pradesh
367,3347,1.0,Sal,Rabat-Sal-Zammour-Z
368,1235,1.0,Kolpino,Pietari
369,4089,2.0,Kamyin,Volgograd
370,1649,1.0,Rancagua,OHiggins
371,4420,1.0,Onomichi,Hiroshima
372,1815,1.0,Sungai Petani,Kedah
373,3197,2.0,Pangkal Pinang,Sumatera Selatan
374,3012,1.0,Udaipur,Rajasthan
375,2242,1.0,Nagareyama,Chiba
376,3462,2.0,Banjul,Banjul
377,1777,1.0,Skikda,Skikda
378,2748,1.0,Cabuyao,Southern Tagalog
379,4358,2.0,Luzinia,Gois
380,955,1.0,Oulu,Pohjois-Pohjanmaa
381,910,1.0,Cabuyao,Southern Tagalog
382,1565,1.0,Taizz,Taizz
383,1288,2.0,Klerksdorp,North West
384,2684,2.0,Pontianak,Kalimantan Barat
385,434,1.0,Munger (Monghyr),Bihar
386,691,1.0,Madiun,East Java
387,3759,1.0,Niznekamsk,Tatarstan
388,2193,2.0,Changzhou,Jiangsu
389,263,2.0,Almirante Brown,Buenos Aires
390,145,2.0,Halle/Saale,Anhalt Sachsen
391,1890,1.0,Karnal,Haryana
392,752,2.0,Cuernavaca,Morelos
393,1020,2.0,Lancaster,California
394,4193,2.0,So Bernardo do Campo,So Paulo
395,1686,1.0,Laohekou,Hubei
396,553,1.0,Usak,Usak
397,258,2.0,Tianjin,Tianjin
398,2179,2.0,Moscow,Moscow (City)
399,461,2.0,Santo Andr,So Paulo
400,3983,2.0,Shanwei,Guangdong
401,1293,1.0,Jinchang,Gansu
402,4090,1.0,Yantai,Shandong
403,2136,2.0,South Hill,
404,1077,1.0,Lipetsk,Lipetsk
405,1438,2.0,Atlixco,Puebla
406,3652,2.0,Zanzibar,Zanzibar West
407,4010,2.0,Pontianak,Kalimantan Barat
408,1434,2.0,Cavite,Southern Tagalog
409,1400,2.0,Mwene-Ditu,East Kasai
410,3516,2.0,Angra dos Reis,Rio de Janeiro
411,1019,2.0,Vicente Lpez,Buenos Aires
412,3698,2.0,Callao,Callao
413,2371,2.0,Jaroslavl,Jaroslavl
414,2253,2.0,ostka,Sumy
415,3063,2.0,Laiwu,Shandong
416,2514,2.0,Araatuba,So Paulo
417,619,1.0,Zalantun,Inner Mongolia
418,2985,1.0,Maring,Paran
419,1152,2.0,Hidalgo,Michoacn de Ocampo
420,1783,1.0,Benin City,Edo & Delta
421,2815,2.0,Toulouse,Midi-Pyrnes
422,1518,1.0,Compton,California
423,1103,2.0,Santa Rosa,Southern Tagalog
424,1677,1.0,Valle de Santiago,Guanajuato
425,3349,1.0,Tel Aviv-Jaffa,Tel Aviv
426,129,1.0,Salala,Zufar
427,1920,2.0,Tabora,Tabora
428,4507,2.0,Sumqayit,Sumqayit
429,1119,2.0,Moscow,Moscow (City)
430,4364,2.0,Akishima,Tokyo-to
431,3360,1.0,Maring,Paran
432,3328,1.0,Athenai,Attika
433,4317,1.0,Lengshuijiang,Hunan
434,1800,2.0,Udine,Friuli-Venezia Giuli
435,4260,2.0,Tianjin,Tianjin
436,354,2.0,San Felipe del Progreso,Mxico
437,4452,1.0,Sorocaba,So Paulo
438,1578,1.0,Iwakuni,Yamaguchi
439,1457,1.0,Valparai,Tamil Nadu
440,2021,1.0,Kanazawa,Ishikawa
441,723,2.0,Ciomas,West Java
442,1757,2.0,Donostia-San Sebastin,Baskimaa
443,1955,2.0,Koriyama,Fukushima
444,3890,1.0,Torren,Coahuila de Zaragoza
445,2671,1.0,Coacalco de Berriozbal,Mxico
446,2469,1.0,Batman,Batman
447,1343,1.0,Coacalco de Berriozbal,Mxico
448,205,1.0,Sincelejo,Sucre
449,2993,2.0,Smolensk,Smolensk
450,4425,2.0,Bhimavaram,Andhra Pradesh
451,3499,2.0,Cuernavaca,Morelos
452,3344,1.0,Mexicali,Baja California
453,1699,2.0,Goinia,Gois
454,2368,1.0,Parbhani,Maharashtra
455,3350,2.0,Hunuco,Huanuco
456,597,1.0,Bijapur,Karnataka
457,4238,1.0,Iwaki,Fukushima
458,2077,1.0,Nabereznyje Telny,Tatarstan
459,2314,1.0,Guadalajara,Jalisco
460,826,1.0,Tangail,Dhaka
461,1313,2.0,Kisumu,Nyanza
462,20,1.0,Tuguegarao,Cagayan Valley
463,1786,1.0,Tongliao,Inner Mongolia
464,339,1.0,Vilnius,Vilna
465,2656,1.0,Abha,Asir
466,4463,2.0,Yuncheng,Shanxi
467,1613,1.0,Joliet,Illinois
468,2872,2.0,Bhilwara,Rajasthan
469,1338,1.0,Benguela,Benguela
470,802,1.0,Funafuti,Funafuti
471,1474,1.0,Karnal,Haryana
472,2520,1.0,Linz,North Austria
473,2451,1.0,Beni-Mellal,Tadla-Azilal
474,2437,1.0,Tel Aviv-Jaffa,Tel Aviv
475,424,1.0,Vilnius,Vilna
476,2060,1.0,Uttarpara-Kotrung,West Bengali
477,2108,2.0,Zanzibar,Zanzibar West
478,72,1.0,Escobar,Buenos Aires
479,4178,1.0,Sanya,Hainan
480,1510,1.0,Jhansi,Uttar Pradesh
481,3115,2.0,Mit Ghamr,al-Daqahliya
482,2392,1.0,Funafuti,Funafuti
483,1822,1.0,Bag,Rio Grande do Sul
484,3774,2.0,Leshan,Sichuan
485,393,1.0,Jinchang,Gansu
486,1940,1.0,Gatineau,Qubec
487,3524,2.0,Pathankot,Punjab
488,1326,1.0,Mannheim,Baden-Wrttemberg
489,1999,2.0,Phnom Penh,Phnom Penh
490,184,1.0,Lublin,Lubelskie
491,1850,2.0,Daxian,Sichuan
492,1007,2.0,Cape Coral,Florida
493,1785,1.0,Papeete,Tahiti
494,2636,2.0,Mardan,Nothwest Border Prov
495,458,2.0,Tambaram,Tamil Nadu
496,2381,2.0,Haiphong,Haiphong
497,4500,1.0,Soshanguve,Gauteng
498,601,2.0,Le Mans,Pays de la Loire
499,3131,1.0,Kirovo-Tepetsk,Kirov
500,3005,1.0,Valle de Santiago,Guanajuato
501,2086,1.0,Udaipur,Rajasthan
502,71,1.0,Caracas,Distrito Federal
503,667,2.0,Ourense (Orense),Galicia
504,3621,1.0,Pudukkottai,Tamil Nadu
505,4179,1.0,Ozamis,Northern Mindanao
506,3416,2.0,Urawa,Saitama
507,4338,2.0,Cuman,Sucre
508,3827,2.0,Patiala,Punjab
509,2176,1.0,Uttarpara-Kotrung,West Bengali
510,225,1.0,Okayama,Okayama
511,1697,1.0,Sullana,Piura
512,3369,2.0,Enshi,Hubei
513,4357,2.0,Dallas,Texas
514,234,1.0,Valparai,Tamil Nadu
515,4087,1.0,Gaziantep,Gaziantep
516,3564,1.0,Uijongbu,Kyonggi
517,3845,1.0,Tel Aviv-Jaffa,Tel Aviv
518,2397,2.0,Vitria de Santo Anto,Pernambuco
519,3195,2.0,Manchester,New Hampshire
520,1905,1.0,Hohhot,Inner Mongolia
521,1962,1.0,Mandi Bahauddin,Punjab
522,1817,2.0,Citrus Heights,California
523,1387,1.0,Jaffna,Northern
524,266,2.0,Pingxiang,Jiangxi
525,1655,2.0,Almirante Brown,Buenos Aires
526,2624,2.0,Ourense (Orense),Galicia
527,3332,2.0,Tabuk,Tabuk
528,1113,1.0,Loja,Loja
529,2793,2.0,Dos Quebradas,Risaralda
530,4306,1.0,Benguela,Benguela
531,992,1.0,s-Hertogenbosch,Noord-Brabant
532,4209,2.0,Angra dos Reis,Rio de Janeiro
533,2962,2.0,Zaoyang,Hubei
534,3095,2.0,Bat Yam,Tel Aviv
535,2262,2.0,Enshi,Hubei
536,3427,1.0,Tel Aviv-Jaffa,Tel Aviv
537,3321,1.0,Shubra al-Khayma,al-Qalyubiya
538,1662,1.0,NDjamna,Chari-Baguirmi
539,4444,1.0,Tuguegarao,Cagayan Valley
540,530,1.0,Sultanbeyli,Istanbul
541,2964,2.0,Kursk,Kursk
542,1086,1.0,Iwakuni,Yamaguchi
543,487,2.0,Mardan,Nothwest Border Prov
544,2065,2.0,Pontianak,Kalimantan Barat
545,3704,1.0,Surakarta,Central Java
546,1818,1.0,Linz,North Austria
547,3632,1.0,Newcastle,KwaZulu-Natal
548,3119,2.0,Bat Yam,Tel Aviv
549,23,1.0,Ivanovo,Ivanovo
550,1349,1.0,Skikda,Skikda
551,1951,1.0,Kurgan,Kurgan
552,4397,2.0,Balaiha,Moskova
553,1814,1.0,Sal,Rabat-Sal-Zammour-Z
554,158,2.0,Tartu,Tartumaa
555,4163,1.0,Tongliao,Inner Mongolia
556,1227,1.0,Czestochowa,Slaskie
557,644,2.0,Halifax,Nova Scotia
558,928,2.0,Araatuba,So Paulo
559,3390,1.0,Ashdod,Ha Darom
560,53,2.0,Yuzhou,Henan
561,2973,2.0,Ponce,Ponce
562,1494,1.0,Valle de Santiago,Guanajuato
563,4330,1.0,Miyakonojo,Miyazaki
564,3308,1.0,s-Hertogenbosch,Noord-Brabant
565,2232,1.0,Bern,Bern
566,4534,1.0,Papeete,Tahiti
567,1122,1.0,Tangail,Dhaka
568,4250,2.0,Battambang,Battambang
569,1899,1.0,Onomichi,Hiroshima
570,4020,1.0,Sasebo,Nagasaki
571,3883,2.0,Pavlodar,Pavlodar
572,4451,1.0,Dundee,Scotland
573,1866,1.0,Weifang,Shandong
574,375,2.0,Laredo,Texas
575,2938,1.0,Graz,Steiermark
576,3481,2.0,Memphis,Tennessee
577,3515,1.0,Elista,Kalmykia
578,1380,2.0,Haldia,West Bengali
579,4579,2.0,Ikerre,Ondo & Ekiti
580,2679,1.0,Kamjanets-Podilskyi,Hmelnytskyi
581,1833,2.0,Bchar,Bchar
582,3544,1.0,Sogamoso,Boyac
583,898,2.0,Araatuba,So Paulo
584,1413,2.0,Daxian,Sichuan
585,95,1.0,La Plata,Buenos Aires
586,4231,1.0,Kansas City,Missouri
587,473,2.0,Usolje-Sibirskoje,Irkutsk
588,377,1.0,Kimberley,Northern Cape
589,638,2.0,Lapu-Lapu,Central Visayas
590,1810,2.0,Southend-on-Sea,England
591,2766,2.0,Baicheng,Jilin
592,595,2.0,Dayton,Ohio
593,821,1.0,Loja,Loja
594,4469,2.0,Tianjin,Tianjin
595,599,1.0,Linz,North Austria
596,4136,1.0,Korolev,Moskova
597,1567,1.0,Dhaka,Dhaka
598,3225,2.0,Tsuyama,Okayama
599,1300,2.0,al-Manama,al-Manama
600,3248,2.0,Aurora,Colorado
601,1585,1.0,Purnea (Purnia),Jharkhand
602,4232,1.0,Lublin,Lubelskie
603,3509,2.0,Hiroshima,Hiroshima
604,2561,1.0,Rajkot,Gujarat
605,4254,2.0,Robamba,Chimborazo
606,2944,2.0,Hidalgo,Michoacn de Ocampo
607,3642,1.0,Madiun,East Java
608,1230,1.0,Iligan,Central Mindanao
609,2180,1.0,Tel Aviv-Jaffa,Tel Aviv
610,270,1.0,Jinzhou,Liaoning
611,280,2.0,Angra dos Reis,Rio de Janeiro
612,3397,1.0,Binzhou,Shandong
613,989,1.0,Johannesburg,Gauteng
614,4142,2.0,Probolinggo,East Java
615,4445,1.0,Tallahassee,Florida
616,2482,1.0,Rustenburg,North West
617,2444,1.0,Birgunj,Central
618,1144,2.0,Ciomas,West Java
619,2363,2.0,Klerksdorp,North West
620,1222,2.0,Baiyin,Gansu
621,3660,2.0,Leshan,Sichuan
622,2889,1.0,Patras,West Greece
623,452,2.0,Banjul,Banjul
624,425,2.0,Xiangfan,Hubei
625,2513,1.0,Graz,Steiermark
626,1527,1.0,Bislig,Caraga
627,1254,1.0,al-Qatif,al-Sharqiya
628,2465,1.0,Ueda,Nagano
629,1287,1.0,Tongliao,Inner Mongolia
630,58,2.0,Arecibo,Arecibo
631,2630,2.0,Syktyvkar,Komi
632,1648,2.0,Pak Kret,Nonthaburi
633,4213,2.0,Ciomas,West Java
634,1581,2.0,Oyo,Oyo & Osun
635,2685,2.0,Probolinggo,East Java
636,4204,2.0,Ikerre,Ondo & Ekiti
637,495,1.0,Zapopan,Jalisco
638,3548,1.0,Iwatsuki,Saitama
639,140,2.0,Pyongyang,Pyongyang-si
640,3105,1.0,Iwaki,Fukushima
641,4304,1.0,Miraj,Maharashtra
